bbl,address,bldgclass,numfloors,yearbuilt,roof_area_m2,canopy_area_m2,pv_kw_dc,annual_kwh,avg_daily_kwh,psh_daily_kwh
1004090031,252 BROOME STREET,C7,6.0,1890,176.2007673396434,149.77065223869687,29.954130447739374,37083.213494301344,101.5978451898667,110.23120004768089
1004090033,254 BROOME STREET,C7,6.0,1900,174.055346074499,147.94704416332414,29.58940883266483,36631.68813483906,100.36078941051797,108.88902450420659
1004130002,108 ELDRIDGE STREET,C7,6.0,1900,235.31197328369694,200.0151772911424,40.00303545822848,49523.75789728686,135.68152848571742,147.2111704862808
1004130004,112 ELDRIDGE STREET,C7,6.0,1909,199.16746250923399,169.29234313284888,33.85846862656978,41916.78415969339,114.84050454710517,124.59916454577679
1004180047,109 ELDRIDGE STREET,C7,6.0,1900,171.05216608589552,145.39434117301118,29.07886823460224,35999.63887443757,98.62914760119882,107.01023510333624
1004090034,256 BROOME STREET,C7,6.0,1920,222.67638701278344,189.2749289608659,37.85498579217318,46864.4724107104,128.3958148238641,139.30634771519732
1004140059,260 BROOME STREET,C7,6.0,1900,212.54318274434928,180.6617053326969,36.13234106653938,44731.83824037576,122.55298148048152,132.9670151248649
1004140059,260 BROOME STREET,C7,6.0,1900,212.54318274434928,180.6617053326969,36.13234106653938,44731.83824037576,122.55298148048152,132.9670151248649
1004130012,281 BROOME STREET,C7,6.0,1900,240.36237960719316,204.30802266611417,40.86160453322284,50586.666412129875,138.593606608575,150.37070468226005
1004140028,284 BROOME STREET,C7,6.0,1900,247.80549950975828,210.63467458329453,42.12693491665891,52153.14542682373,142.88532993650335,155.02712049330478
1004140031,288 BROOME STREET,C7,6.0,1900,202.77176221051616,172.35599787893872,34.47119957578774,42675.34507482523,116.91875362965816,126.8540144388989
1004140032,128 ELDRIDGE STREET,C6,6.0,1900,181.75712121096737,154.49355302932227,30.898710605864455,38252.6037300602,104.80165405495944,113.70725502958119
1004190040,110 FORSYTH STREET,C6,6.0,1900,422.1712295995089,358.8455451595825,71.7691090319165,88850.15698151263,243.42508762058253,264.11032123745275
1004140003,138 ELDRIDGE STREET,C7,6.0,1900,164.46682291227722,139.79679947543565,27.959359895087132,34613.68755011787,94.83202068525445,102.89044441392065
1004140018,61 DELANCEY STREET,C7,6.0,1900,195.15654508968493,165.8830633262322,33.17661266524644,41072.64647957509,112.52779857417832,122.08993460810689
1004140005,55 DELANCEY STREET,C7,6.0,1900,335.3141438774974,285.0170222958728,57.00340445917456,70570.21472045811,193.34305402865238,209.7725284097624
1004150078,80 DELANCEY STREET,C7,6.0,1920,429.465438343117,365.0456225916494,73.00912451832988,90385.2961536924,247.63094836628053,268.67357822745396
1004190066,135 ELDRIDGE STREET,C7,6.0,1900,308.75038886193244,262.4378305326426,52.48756610652852,64979.606839882304,178.02632010926658,193.15424327202493
1004190065,139 ELDRIDGE STREET,C7,6.0,1900,169.59224645490963,144.15340948667318,28.83068189733464,35692.38418890028,97.78735394219255,106.09690938219147
1004190063,47 DELANCEY STREET,C7,6.0,1920,391.94433088191715,333.15268124962955,66.63053624992591,82488.60387740827,225.996175006598,245.20037339972734
1004150035,123 ALLEN STREET,C7,6.0,1900,199.34648153049923,169.44450930092435,33.88890186018487,41954.46050290887,114.94372740522978,124.71115884548033
1004150033,125 ALLEN STREET,C7,6.0,1900,156.74918663706424,133.2368086415046,26.647361728300922,32989.43381963654,90.38201046475766,98.0622911601474
1004100011,85 RIVINGTON STREET,C7,6.0,1920,216.86849428120246,184.3382201390221,36.867644027804424,45642.14330642188,125.04696796279967,135.6729300223203
1004150072,127 ORCHARD STREET,C7,6.0,1920,313.2746560468078,266.28345763978666,53.25669152795734,65931.78411161118,180.6350249633183,195.984624822883
